customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6923-AQONU,Male,0.0,Yes,Yes,4.968913720972729,,No,,No internet service,,No internet service,No internet service,,No internet service,Two year,No,Mailed check,28.672281611210117,465.57282043472895,No
2172-EJXVF,Female,1.0,No,No,59.89015519796726,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,,One year,Yes,Electronic check,77.78763661505944,7526.451060642149,No
0897-FEGMU,,,,No,-6.960876084824626,Yes,Yes,,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.74269205325096,1064.303415394153,Yes
7663-RGWBC,,,,No,,Yes,No,DSL,,,No,No,No,No,Month-to-month,Yes,Mailed check,30.284581805470786,52.348889476092744,Yes
1120-BMWUB,Female,0.0,,,13.596386239405406,Yes,No,DSL,No,Yes,No,Yes,No,,Month-to-month,Yes,,48.32595672364803,825.4678312184586,Yes
9124-LHCJQ,Female,0.0,,,14.341962112541497,Yes,,Fiber optic,No,No,No,,No,Yes,Month-to-month,Yes,Mailed check,73.75455315473175,106.66816359259715,Yes
4536-PLEQY,Male,0.0,Yes,No,12.117664085457422,Yes,,Fiber optic,No,Yes,No,No,No,Yes,,Yes,,80.37951228789457,1000.4761955878333,No
7029-IJEJK,Female,0.0,No,No,,No,No,DSL,Yes,No,,Yes,No,Yes,,,Bank transfer (automatic),18.176423824972275,,No
8871-JLMHM,Female,0.0,Yes,No,76.04826241497472,Yes,,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,,66.17449128001158,,No
2235-ZGKPT,,0.0,,Yes,7.492764291044182,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,,Mailed check,,275.1148385751105,Yes
3891-PUQOD,Female,0.0,,Yes,,Yes,No,,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,,59.60887777017857,Yes
5447-VYTKW,Male,0.0,No,No,,,No,DSL,Yes,No,No,Yes,No,,Month-to-month,No,,,,No
3623-FQBOX,Male,0.0,No,No,34.81653463773449,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,15.26325606316168,410.4672467848757,No
0689-NKYLF,Male,0.0,No,,10.89485100263908,,No,Fiber optic,No,,Yes,No,,No,Month-to-month,,Electronic check,78.82791611117653,1061.4559038501818,Yes
8659-HDIYE,Female,,No,No,42.82112739926677,Yes,Yes,DSL,No,Yes,Yes,,No,,Month-to-month,No,,84.23811468642906,4862.648584655573,No
3658-KIBGF,Female,0.0,No,No,8.415078506716018,Yes,No,,Yes,Yes,No,No,No,No,Month-to-month,,,48.22104779488953,43.290165642107674,Yes
3474-BAFSJ,Male,,Yes,No,72.97362342262016,No,No,DSL,No,,Yes,Yes,Yes,,Two year,Yes,Bank transfer (automatic),40.32137043306808,3259.8228865745914,No
5519-YLDGW,,0.0,Yes,No,31.389206880047368,Yes,Yes,Fiber optic,Yes,No,Yes,,,,Month-to-month,Yes,Electronic check,,,Yes
3865-ZFZIB,Male,0.0,No,No,19.5270412615107,Yes,No,No,No internet service,,,,No internet service,No internet service,,,Mailed check,,358.2737858884804,No
1855-AGAWH,Male,0.0,,No,33.931920668543995,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,,,86.7411252563008,2959.619024905554,No
7109-CQYUZ,Male,0.0,No,No,70.14944299483179,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Mailed check,72.80603885970643,4670.966977932331,No
1370-GGAWX,Female,0.0,,,45.50098372822216,,Yes,Fiber optic,,,Yes,,,Yes,,Yes,,98.07419211836837,,No
4680-KUTAJ,Female,1.0,,No,38.644753729019435,Yes,Yes,DSL,Yes,No,No,,No,No,Month-to-month,,,67.22456654747566,570.6831225466253,No
5307-UVGNB,Female,,Yes,Yes,,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,,Bank transfer (automatic),64.45327642120573,2495.586720296492,No
4946-EDSEW,Female,0.0,,Yes,22.095178213625246,Yes,No,,,No,No internet service,No internet service,No internet service,No internet service,,,Mailed check,8.476140791393139,171.6367218544895,Yes
2883-ILGWO,Male,1.0,No,No,70.00293503756296,Yes,Yes,Fiber optic,No,Yes,,Yes,Yes,Yes,Month-to-month,,,117.95495881643343,5892.989875399492,No
2516-VQRRV,Female,,No,No,23.313678971822718,Yes,Yes,Fiber optic,No,No,No,,No,No,Month-to-month,Yes,Mailed check,112.84633326310396,143.06294026405877,Yes
7580-UGXNC,,1.0,,No,-12.901396439177201,Yes,No,DSL,Yes,,No,No,No,,Month-to-month,No,Mailed check,,86.36468258874973,Yes
3642-BYHDO,Female,,Yes,Yes,63.69124321185275,Yes,No,No,,No,No internet service,,,No internet service,Two year,No,Bank transfer (automatic),25.990741496590598,1376.6961552077985,No
9629-NHXFW,,0.0,Yes,Yes,1.4332331491534867,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,,Yes,,35.672794257999655,,No
2696-RZVZW,,0.0,Yes,No,54.06711907741882,Yes,Yes,No,No internet service,No,No internet service,,No internet service,No internet service,,No,Credit card (automatic),,1624.2174307905607,No
5766-FTRTS,Male,0.0,,No,,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,,No,Mailed check,64.72272703060996,6025.161416539246,No
0396-HUJBP,,0.0,No,No,10.730373882708651,Yes,,,No internet service,No,No internet service,No internet service,No internet service,,Month-to-month,No,Mailed check,43.31349762563883,50.602591037452726,No
5178-LMXOP,Male,,Yes,No,-13.44364251341124,,Yes,Fiber optic,No,,No,No,Yes,Yes,Month-to-month,Yes,,,104.98104823763619,Yes
8879-ZKJOF,Female,0.0,No,No,39.700941767304975,Yes,No,DSL,,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),95.1606991012016,3335.783320371908,No
6285-FTQBF,,0.0,Yes,Yes,73.51206882482529,,Yes,,No internet service,No,No internet service,No internet service,,No internet service,,No,Credit card (automatic),39.78635577659644,1870.0749511694712,No
8185-UPYBR,Male,0.0,Yes,No,18.977442239418064,Yes,Yes,Fiber optic,No,No,No,No,,No,Month-to-month,Yes,Electronic check,,427.23036203318367,Yes
4585-HETAI,,,Yes,Yes,-8.853711895106843,Yes,No,Fiber optic,No,,,No,No,No,,Yes,,105.04170403445326,304.87120790275964,Yes
7526-BEZQB,Male,0.0,,No,6.930221840764679,,Yes,Fiber optic,No,No,No,,Yes,Yes,Month-to-month,Yes,Electronic check,90.9057060877824,1155.9652666622083,Yes
1474-JUWSM,,,Yes,,,Yes,Yes,DSL,Yes,,No,Yes,No,Yes,One year,Yes,Electronic check,73.84730454543504,3964.7983035847187,No
3530-CRZSB,Female,,No,No,16.91403575891278,,No,No,No internet service,No,No internet service,No internet service,,No internet service,,No,,28.983052167859555,154.68529559836537,No
8498-XXGWA,Female,,Yes,No,,Yes,No,DSL,,No,Yes,No,,No,Month-to-month,Yes,,47.935121387227476,3674.8525931379277,No
9617-INGJY,Male,0.0,No,No,-5.196996189040067,,No,Fiber optic,No,No,,No,,No,Month-to-month,Yes,Mailed check,89.90774196197486,101.11375202745428,No
0621-TSSMU,Male,,Yes,,57.63517967119686,Yes,No,,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),15.545774845811685,1121.7963145001152,No
7234-KMNRQ,Male,0.0,No,No,-15.049993390062873,Yes,No,No,No internet service,No,No internet service,No internet service,,No internet service,Month-to-month,No,Mailed check,31.48382855803348,74.5078122476737,No
7636-PEPNS,Female,0.0,Yes,Yes,,Yes,No,DSL,No,No,No,No,No,No,,Yes,Mailed check,29.697510629423498,2443.8709801684267,No
4683-WYDOU,Male,0.0,Yes,,69.46394044295185,,Yes,Fiber optic,No,,Yes,Yes,Yes,Yes,Two year,,Bank transfer (automatic),107.07536492499624,6904.082082522827,No
9052-DHNKM,Male,0.0,,No,,Yes,Yes,DSL,,Yes,No,No,,No,One year,No,,79.60175948153538,1584.6708979842263,No
6794-HKIAJ,,0.0,No,No,69.60904940698072,Yes,Yes,,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),102.44278510297087,5576.918682606343,No
5578-NKCXI,Female,0.0,Yes,Yes,56.391476759142435,Yes,No,,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),94.81943402606055,5832.882039261218,No
1642-HMARX,,0.0,Yes,No,79.88617860048404,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,93.41366806415127,6437.409953298275,No
3096-WPXBT,Female,0.0,,Yes,,Yes,Yes,Fiber optic,Yes,Yes,,No,No,Yes,,Yes,,86.81501726247582,5997.716409677639,No
8434-PNQZX,Female,0.0,No,,33.7073570132496,Yes,Yes,DSL,No,No,Yes,,Yes,Yes,Two year,Yes,Credit card (automatic),95.7927162856893,3383.5503797772817,No
5950-AAAGJ,Male,0.0,No,No,13.523045166595052,Yes,Yes,Fiber optic,No,No,No,No,Yes,,,No,,95.86071860860147,1536.0024524731914,No
4299-OPXEJ,Female,0.0,No,No,,Yes,No,No,No internet service,,,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),,,No
4951-UKAAQ,Female,0.0,No,No,28.478715308984633,Yes,Yes,Fiber optic,No,Yes,No,,No,Yes,Month-to-month,Yes,Electronic check,79.28686425768639,368.22819974129305,Yes
9618-LFJRU,Female,0.0,No,No,,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),9.88470287314081,,No
6693-DJWTY,Female,0.0,,Yes,24.256983390295773,Yes,No,,Yes,Yes,No,No,No,,One year,No,Credit card (automatic),50.54686725817368,2016.3040348909951,No
0744-GKNGE,Female,0.0,Yes,Yes,66.53151906603239,Yes,Yes,Fiber optic,Yes,No,,Yes,No,,,Yes,,,5334.983208499218,No
6447-EGDIV,,0.0,No,No,,,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,,25.327045878112358,681.5325517640938,No
1167-OYZJF,Female,1.0,Yes,No,,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.40651217652177,1266.2000784143752,No
2108-YKQTY,Female,0.0,No,No,18.166755992864104,Yes,No,DSL,No,Yes,No,,No,,Month-to-month,No,Credit card (automatic),60.78519396970651,166.78202749375214,Yes
4806-DXQCE,Female,1.0,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,94.43818865365368,7757.738269253986,No
4918-QLLIW,Male,,,No,,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,,Credit card (automatic),,183.30318247434002,Yes
7056-IMHCC,Male,,Yes,No,58.39376596909145,Yes,Yes,Fiber optic,No,,No,,,Yes,,Yes,Electronic check,,,Yes
4854-SSLTN,,0.0,,Yes,5.7131110151344835,,No,DSL,Yes,,No,Yes,No,No,Two year,No,Mailed check,83.47976599164295,109.97866420433341,No
5294-DMSFH,,0.0,,Yes,37.39471404559428,Yes,,Fiber optic,No,No,No,No,Yes,,Month-to-month,Yes,Credit card (automatic),78.43082127318911,2623.362644347645,No
4837-PZTIC,Female,,No,No,50.666493257089506,No,No,DSL,Yes,No,Yes,Yes,No,,Two year,No,Mailed check,22.014091372733233,1869.8836027228515,No
1625-JAIIY,Female,,Yes,Yes,84.61814698295005,Yes,,Fiber optic,No,,No,No,Yes,,One year,Yes,,94.37851728267918,5688.610469322692,Yes
0603-OLQDC,,,No,Yes,,,No,,Yes,,No,No,Yes,Yes,Month-to-month,,Mailed check,81.55629717981734,830.4290619834535,No
3272-VUHPV,Female,0.0,Yes,Yes,29.23155843969563,,,DSL,No,Yes,No,Yes,,No,Month-to-month,No,Bank transfer (automatic),52.238927815626035,417.31836560341856,No
4176-FXYBO,Male,0.0,Yes,No,51.455088961559426,Yes,Yes,Fiber optic,Yes,Yes,,No,,Yes,Month-to-month,No,Electronic check,109.234146440658,6091.0887561007485,No
1063-DHQJF,Male,0.0,Yes,Yes,66.085508784793,Yes,No,Fiber optic,No,,No,Yes,Yes,No,Two year,,Mailed check,75.6675352199637,6492.919224243217,No
8663-UPDGF,Female,0.0,,No,28.449479797568852,,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),,1796.397190198728,No
6719-FGEDO,,,Yes,No,50.64503207470047,Yes,Yes,Fiber optic,Yes,Yes,Yes,,No,,,Yes,,99.49695962832486,7109.892463746051,No
1837-YQUCE,,0.0,,No,,No,,DSL,,No,Yes,Yes,Yes,Yes,,Yes,Bank transfer (automatic),50.56060592675271,4194.780120710513,No
2947-DOMLJ,Male,0.0,,,3.004327995909174,Yes,,DSL,Yes,No,No,,No,No,Month-to-month,No,Mailed check,53.03550517067248,50.40749543649351,Yes
4112-LUEIZ,Male,0.0,No,No,12.356125185655628,Yes,No,Fiber optic,,No,,No,,Yes,,,Electronic check,87.62520936722363,859.2021157116307,Yes
0369-ZGOVK,Female,,Yes,Yes,23.04529610011326,Yes,No,,,No,No,,No,No,One year,,,51.00808730522782,1969.4663884989106,No
4510-HIMLV,Male,0.0,No,No,-7.170171433796677,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.0473972964991,72.62675574732053,Yes
9919-KNPOO,,0.0,Yes,No,22.075506051655186,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.60085938227306,1932.7390667363782,No
8749-JMNKX,Male,1.0,,No,,Yes,,Fiber optic,Yes,No,,No,Yes,No,Month-to-month,,,84.04805301253194,4751.304967121956,Yes
7872-BAAZR,Female,0.0,Yes,Yes,59.08200671066946,Yes,No,,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-5.460028356066662,1011.2808681890074,No
9391-LMANN,Male,,No,,35.327635667316144,Yes,No,Fiber optic,,Yes,Yes,No,No,Yes,One year,No,Electronic check,91.21140251928912,5035.097884845279,No
2430-USGXP,,0.0,Yes,No,19.672578563851044,Yes,Yes,Fiber optic,No,No,Yes,No,,Yes,Month-to-month,Yes,,78.47395346670538,2395.330141585323,Yes
8174-TBVCF,Female,0.0,,No,73.40469996126679,,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Credit card (automatic),100.06839738157126,6855.64941942186,No
1698-XFZCI,Male,0.0,,No,65.0565973709881,Yes,Yes,,,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,,6518.552623351448,No
1877-HKBQX,Female,,No,No,34.83090350046615,Yes,No,DSL,,No,No,Yes,No,No,One year,Yes,Mailed check,,608.7691079016885,No
4450-DLLMH,Male,0.0,No,No,1.0416849573605198,Yes,No,,,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.75618402386742,158.08060240009019,No
0428-AXXLJ,Male,0.0,No,No,17.839937601662673,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,,One year,Yes,Bank transfer (automatic),31.48646934772052,491.73080269527674,No
2746-DIJLO,Female,0.0,No,,,Yes,Yes,DSL,No,Yes,No,No,,No,One year,,Credit card (automatic),78.76863087960258,2367.828701343304,No
5955-ERIHD,Male,,Yes,No,4.391612959394507,Yes,Yes,Fiber optic,No,No,,No,Yes,Yes,Month-to-month,,Electronic check,116.15235078761965,,Yes
0917-EZOLA,Male,,,,67.99424764729555,,Yes,Fiber optic,,Yes,,No,,Yes,,Yes,Bank transfer (automatic),80.66426331060255,7678.008188707734,Yes
3508-VLHCZ,,0.0,Yes,Yes,,Yes,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),111.18348782235046,6240.625512519427,No
4086-ATNFV,Female,0.0,,Yes,30.223335517841047,Yes,No,DSL,Yes,,,No,No,,One year,Yes,Mailed check,41.14445021014872,2031.0815027475235,No
0468-YRPXN,Male,0.0,No,No,,Yes,No,Fiber optic,,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),117.61286413741234,2783.500399324067,No
5996-NRVXR,Male,1.0,Yes,No,35.6968003700223,Yes,No,Fiber optic,,Yes,Yes,Yes,Yes,No,One year,,Credit card (automatic),,4103.779397207974,No
3739-YBWAB,,0.0,Yes,No,49.234711712778065,No,No,DSL,Yes,No,Yes,,No,,One year,,Mailed check,,,No
7047-FWEYA,Female,,Yes,No,16.78760658009468,Yes,,Fiber optic,No,,No,Yes,Yes,Yes,One year,,Electronic check,,4607.495762027698,No
2000-MPKCA,Female,0.0,No,,66.18138621723318,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,,104.23864534361536,,No
9762-YAQAA,Male,0.0,No,No,37.014717170667524,Yes,Yes,Fiber optic,No,Yes,No,No,No,,One year,No,,,,No
5949-EBSQK,Male,0.0,Yes,Yes,5.499875138561552,Yes,,,No,No,,,No,Yes,Month-to-month,No,Credit card (automatic),,239.74458293115305,Yes
5473-KHBPS,Female,0.0,Yes,Yes,,,Yes,Fiber optic,No,Yes,Yes,No,,No,One year,Yes,Credit card (automatic),103.00989433815603,,No
0100-DUVFC,Male,1.0,Yes,,64.12477755042994,Yes,Yes,Fiber optic,No,,,,,Yes,One year,Yes,Electronic check,97.47939566592154,7302.644510451295,No
5397-TUPSH,Male,,Yes,No,89.89188168286606,Yes,No,Fiber optic,,No,No,No,No,No,One year,Yes,Bank transfer (automatic),71.41478477428383,4549.326455627754,No
8950-MTZNV,Male,0.0,No,No,1.50654712291098,,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,37.30969097775695,25.120057244258668,No
0326-VDYXE,,0.0,,No,81.63131562151725,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,,110.06256184177963,6993.679945599619,No
6773-LQTVT,Female,1.0,,Yes,29.233810745990105,No,,DSL,,Yes,Yes,,No,No,Month-to-month,Yes,Mailed check,38.231351128408704,1016.9014331367218,No
7274-RTAPZ,,0.0,No,No,11.826198656924534,,No,,No,No,No,No,Yes,,Month-to-month,Yes,Electronic check,73.85510842548433,73.48559201167609,Yes
0436-TWFFZ,,0.0,No,No,69.98701608544906,Yes,Yes,DSL,,,Yes,,Yes,Yes,Two year,Yes,Mailed check,86.55582841702316,5728.965557020666,No
8566-YPRGL,Female,0.0,No,No,27.057195215852452,Yes,No,No,No internet service,No,No internet service,,No internet service,No internet service,Month-to-month,Yes,Mailed check,16.19966422359236,27.648542467676236,No
0311-UNPFF,Female,0.0,No,No,45.22160996830247,Yes,No,Fiber optic,,No,No,,Yes,Yes,Month-to-month,,Bank transfer (automatic),89.66163589902125,2276.2444591244916,Yes
6609-MXJHJ,Female,0.0,,,48.03525342147199,,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1.7970219168970196,786.0254482881063,No
2669-OIDSD,Female,0.0,Yes,No,57.40765596021783,Yes,,Fiber optic,No,No,Yes,Yes,Yes,,Month-to-month,Yes,Credit card (automatic),90.53342484007499,4831.41081830211,No
8400-WZICQ,Female,0.0,Yes,Yes,51.55633268791942,Yes,No,DSL,,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.23157838169419,3132.024200068635,No
3834-XUIFC,Male,0.0,No,No,25.970317365950276,,,Fiber optic,No,No,No,No,,Yes,,,,70.20659259948398,639.8583790402271,Yes
9576-SYUHJ,Male,,No,No,64.66898772532403,,,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,,3377.963215497935,No
0410-IPFTY,Female,,Yes,No,43.633103659472425,Yes,,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.02097019183437,2684.359741175467,No
2831-EBWRN,,,No,No,10.250388231512115,Yes,No,,No,No,No,No,No,No,Month-to-month,,Electronic check,29.388277102932594,199.27927792694663,No
9430-NKQLY,Male,0.0,Yes,Yes,79.9684248290244,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,,Yes,Credit card (automatic),24.35588576859122,1787.4076107405328,No
8414-MYSHR,,1.0,No,No,-3.8432625923470773,Yes,,,No,No,,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7489079485219,445.27097220639484,Yes
0247-SLUJI,Male,0.0,Yes,Yes,22.46402844079807,,No,,No internet service,,,No internet service,,No internet service,Month-to-month,,Mailed check,,,No
9402-ORRAH,Female,1.0,No,,33.66605940099372,Yes,,Fiber optic,,,,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.03503149292095,1394.5346896426006,No
6483-OATDN,Male,0.0,Yes,Yes,-16.487711041050364,Yes,,DSL,Yes,No,,No,No,,Month-to-month,Yes,Credit card (automatic),69.02588368569076,403.4291824421165,No
1293-HHSHJ,Female,0.0,No,No,31.306740982624824,Yes,No,No,,No,No internet service,No internet service,No internet service,No internet service,,No,Mailed check,,755.2246885101678,No
4840-ORQXB,Female,1.0,No,No,48.841711098121905,Yes,Yes,Fiber optic,No,,Yes,No,Yes,,Month-to-month,No,Electronic check,121.43363393743512,5850.518850825095,No
7599-FKVXZ,Male,0.0,,,50.794666928594914,,Yes,Fiber optic,No,No,Yes,Yes,Yes,,Month-to-month,Yes,,118.90484602737106,4517.433079117363,Yes
3982-DQLUS,Male,,Yes,Yes,,Yes,Yes,Fiber optic,Yes,Yes,,No,No,No,Month-to-month,,Electronic check,69.41878036420464,,No
8610-ZIKJJ,Female,,,Yes,-4.820370534882819,Yes,No,,No internet service,No,No internet service,,No internet service,No internet service,,No,Mailed check,44.33495679455443,30.652025080076914,No
3756-VNWDH,Male,1.0,Yes,No,56.99099589831103,Yes,,,,No,No,,,Yes,One year,Yes,Electronic check,103.90282482985855,6695.235912068707,No
7801-KICAO,Female,0.0,No,,,Yes,,Fiber optic,No,No,No,,No,No,,Yes,Electronic check,70.67485247738885,1368.0693498364167,No
7673-LPRNY,,0.0,,,-17.398656022023417,Yes,Yes,DSL,Yes,,Yes,No,Yes,Yes,,Yes,Electronic check,63.26330110881344,1852.2927387256757,No
8229-TNIQA,Female,0.0,No,No,,Yes,No,DSL,No,No,No,,No,No,Month-to-month,Yes,Mailed check,56.649187004464345,186.99871644722685,Yes
6060-QBMGV,Male,0.0,Yes,No,56.54632849894104,Yes,,,No internet service,,No internet service,No internet service,,No internet service,Two year,No,Credit card (automatic),24.070871055205444,,No
7339-POGZN,Female,0.0,No,No,,Yes,,DSL,No,No,,No,,No,,No,Electronic check,,211.31206746495226,No
2828-SLQPF,Male,,No,No,,Yes,No,DSL,No,No,No,,No,No,Month-to-month,Yes,Bank transfer (automatic),,838.5977829409629,No
